MAX_ATR_I_12M,NMES_ATR15_I_U6K_24M,RTOT_DACT_DTOT_24M,VAR_PROM_ENT_ACTU_24M,NMES_UATR3_I_24M,VAR_PROM_DEUDIR_ACTU_12M,INC_SUM_ACTSH_ACTU_24M,MAX_ENT_12M,N_NOR_24M,NMES_UATR15_I_U6K_24M,FLG_CLI_DEF60
0,0,0.818875966,-0.041666667,0,-0.231305064,14.44288494,2,24,0,0
1,0,0.699278475,-0.434782609,0,-0.325448632,10.41698359,2,23,0,0
0,0,0.525875163,0.09375,0,-0.490927894,9.142444565,5,24,0,0
3,0,0.845478037,0.5,5,0.112583696,47.767354,2,24,0,0
11,0,0.97784218,0.152777778,0,0.268360141,35.66530322,4,23,0,0
1,0,0.450359007,0.0,17,0.504697899,39.22590733,1,24,0,0
7,0,0.622729905,0.083333333,0,-0.222358184,25.53231967,3,24,0,0
1,0,1.0,0.0,0,0.640259338,94.09872699,1,24,0,0
1,0,0.998866282,0.1875,0,-0.115591025,20.57038588,4,24,0,0
6,0,0.43348742,0.0,3,-0.290222135,7.589873269,1,21,0,0
6,0,1.0,0.0,3,8.326626068,189.3830688,1,16,0,0
2,0,0.800973231,-0.104166667,0,-0.145629359,16.68472023,2,24,0,0
3,0,1.0,-0.236111111,0,-0.079731223,16.60235666,3,24,0,0
7,0,0.483270037,0.0,4,2.967259987,76.03614981,1,23,0,0
1,0,1.0,0.0,0,0.67941922,45.92436447,1,24,0,0
2,0,0.657079134,0.0,15,0.442946089,28.61493948,1,24,0,0
7,0,0.398284356,0.055555556,1,-0.294414009,14.25716065,4,24,0,0
0,0,1.0,0.318181818,0,3.10328601,111.1575459,1,22,0,0
11,0,0.43881896,0.0,2,0.000603452,11.21272822,1,18,0,0
8,0,1.0,0.0,1,0.981703761,39.27793317,1,20,0,0
0,0,0.981612493,-0.4375,0,0.221700815,36.93033621,2,24,0,0
12,0,0.657967979,0.190476191,1,-0.15076187,24.89491887,1,21,0,0
1,0,1.0,-0.020833333,0,0.109102978,26.95325913,2,24,0,0
3,0,1.0,0.0,2,0.74374451,46.21004733,1,23,0,0
3,0,1.0,0.0,7,0.489379611,28.7400161,1,24,0,0
4,0,0.749068735,-0.192307692,5,-0.137895404,10.00507858,2,13,0,0
3,0,0.664381352,-0.215277778,5,-0.205061292,14.42576579,6,24,0,0
4,0,0.9251203,-0.013888889,4,-0.013096443,27.48768668,3,22,0,0
3,0,1.0,0.0,9,0.212485193,25.9488476,1,20,0,0
1,0,1.0,-0.380952381,0,-0.376336973,8.368332704,2,21,0,0
0,0,0.105542249,-0.395833333,0,-0.410324348,7.141367969,2,24,0,0
1,0,1.0,0.0,0,0.153290016,16.83432562,1,15,0,0
15,0,0.98355059,-0.416666667,3,-0.217791,23.48345204,2,24,0,0
4,0,1.0,-0.208333333,0,0.433956286,31.92074382,3,24,0,0
4,0,0.824678476,-0.375,3,-0.109829179,14.15325739,3,24,0,0
5,0,1.0,0.0,7,-0.175586222,14.62404152,1,22,0,0
8,0,1.0,0.083333333,2,-0.310794196,12.86835474,4,23,0,0
9,0,0.484562058,0.0,0,-0.556668012,8.593398929,1,22,0,0
14,0,0.96201727,-0.270833333,4,-0.52287992,9.358783389,2,21,0,0
9,0,0.880889889,0.0,0,0.468001139,37.35851978,1,24,0,0
1,0,0.780867397,-0.166666667,0,-0.492034784,8.661463771,3,24,0,0
15,1,0.968940629,0.0,3,0.135431205,14.87225603,1,23,3,0
3,0,1.0,0.0,5,-0.0711059,13.82876662,1,20,0,0
2,0,1.0,0.0,0,1.903636611,74.76113943,1,24,0,0
3,0,0.935013125,-0.083333333,4,0.3135383,32.95375434,3,19,0,0
0,0,0.265749521,-0.472222222,0,0.076472576,18.17682373,3,23,0,0
1,0,0.615721568,0.0,0,0.311783646,34.60963835,1,24,0,0
7,0,0.701947296,0.541666667,0,0.374331661,65.74076298,2,23,0,0
1,0,1.0,0.0,0,0.184925866,7.691209748,1,11,0,0
1,0,0.992862189,-0.229166667,0,-0.036020784,17.26693168,3,24,0,0
19,2,0.72697648,-0.592592593,0,-0.509349592,2.233469797,3,6,1,0
0,0,0.747454599,0.0,0,-0.333606558,11.00577926,1,24,0,0
1,0,1.0,-0.041666667,0,-0.261642375,16.73178988,2,24,0,0
5,0,0.982917217,-0.083333333,1,-0.165484763,20.03582603,2,24,0,0
0,0,0.600731699,0.0,0,0.197179361,6.183076167,1,6,0,0
6,0,0.819017249,-0.236111111,6,-0.087700827,17.44585586,3,24,0,0
1,0,0.569730913,0.0,0,-0.352487837,8.980991589,1,18,0,0
11,0,1.0,0.0,3,-0.33000814,11.62557503,2,24,0,0
3,0,1.0,0.0,3,-0.506867842,6.395796054,1,15,0,0
11,0,1.0,-0.020833333,0,0.697580327,38.9322593,2,24,0,0
14,0,0.998282703,-0.111111111,0,0.300273724,23.47259424,4,11,0,0
3,0,0.933539002,-0.375,0,-0.184988092,13.2223024,4,24,0,0
4,0,1.0,0.0,10,0.322322715,25.03322985,1,24,0,0
2,0,0.561272603,-0.21875,0,-0.371680818,12.29207234,4,23,0,0
7,0,0.807216979,0.0,0,-0.101347741,15.12848839,1,23,0,0
4,0,0.979086475,-0.319444444,6,-0.461186035,7.360376168,4,24,0,0
4,0,1.0,0.0,2,1.104909147,57.3132332,1,24,0,0
11,0,0.993527721,0.125,0,1.106782906,63.69455259,1,24,0,0
8,0,0.99735098,-0.166666667,2,-0.304356903,11.37519759,2,24,0,0
6,0,0.917214188,-0.1875,2,0.121482937,32.30375567,2,24,0,0
5,0,0.927827413,-0.166666667,1,-0.18258444,10.24689668,2,24,0,0
15,0,0.794927133,-0.208333333,0,0.289475455,51.21446722,3,23,0,0
7,0,0.914548815,-0.09375,1,-0.084421064,22.77352162,4,24,0,0
0,0,1.0,0.0,0,0.621981592,36.70475777,1,24,0,0
4,0,0.765582243,-0.083333333,3,0.080578136,26.19966618,2,19,0,0
21,3,0.994618668,-0.25,0,1.05145709,37.94580754,2,18,2,0
5,0,0.863715059,0.166666667,1,1.589537926,96.93116789,2,24,0,0
4,0,0.847101737,-0.229166667,0,-0.184704531,17.93382114,4,24,0,0
1,0,0.964764949,-0.111111111,19,-0.290950422,11.51381662,3,24,0,0
4,0,0.637908656,0.0,9,0.019926939,27.22348688,1,24,0,0
1,0,0.590028185,0.333333333,0,1.108004159,58.70726335,2,8,0,0
6,0,0.679339622,0.0,4,0.122054097,26.87954529,1,24,0,0
2,0,1.0,0.0,21,1.231583427,51.29805099,2,23,0,0
7,0,0.784505941,0.0,1,0.455546433,30.27196308,3,24,0,0
2,0,0.849102342,0.0,0,-0.087382223,17.46525334,2,24,0,0
7,0,0.816803642,0.0,3,0.027195296,23.04353651,1,24,0,0
17,2,1.0,0.541666667,0,0.70029975,50.01022182,1,20,1,0
1,0,0.999998184,1.0,0,-0.175177391,21.37560706,2,20,0,0
1,0,0.811046648,0.0,12,-0.521334608,7.408757168,1,24,0,0
2,0,0.369407521,-0.173913044,12,0.773716362,33.43438519,2,23,0,0
9,0,0.702242841,-0.020833333,2,-0.02741035,13.5384305,2,24,0,0
0,0,0.870366695,0.0,0,-0.237406442,9.602608058,1,16,0,0
12,0,1.0,0.05,7,-0.354320373,11.12398478,1,20,0,0
4,0,0.935354803,-0.430555556,2,-0.166885236,12.81876001,3,24,0,0
7,0,0.979942015,0.0,2,0.118745803,18.40706201,1,24,0,0
9,0,1.0,0.375,1,0.6925355,39.37026427,1,15,0,0
3,0,0.846183031,0.166666667,3,-0.054813587,16.43208093,3,24,0,0
4,0,0.892691838,-0.270833333,1,-0.111851397,18.38044716,2,24,0,0
4,0,0.77231136,-0.391304348,10,-0.764442663,3.697644411,2,21,0,0
7,0,1.0,0.0,0,-0.030213716,23.37328087,1,24,0,0
11,0,0.999941959,-0.041666667,1,-0.070730536,18.90343921,2,24,0,0
2,0,1.0,0.0,21,0.098155201,10.55280948,1,18,0,0
1,0,0.563541078,0.0,17,-0.127618599,22.49072941,1,24,0,0
26,0,1.0,0.0,8,-0.557934832,7.499008427,1,18,0,0
12,0,0.734879946,0.0,0,1.753835234,67.55033123,1,24,0,0
1,0,0.81348921,-0.097222222,0,-0.305567042,14.38878268,3,24,0,0
0,0,1.0,0.0,0,0.135060711,11.13626184,1,20,0,0
3,0,1.0,0.0,7,-0.174255433,9.907857909,1,13,0,0
0,0,0.7588143,-0.236111111,0,0.912741774,34.95343406,3,24,0,0
1,0,0.175936174,0.0,0,-0.198252611,23.11316309,1,19,0,0
1,0,1.0,-0.111111111,15,-0.111669193,17.73767057,3,24,0,0
1,0,0.836434299,0.791666667,0,-0.503522749,9.145386008,2,24,0,0
1,0,0.941385218,-0.510416667,0,-0.00818137,16.98212655,4,24,0,0
3,0,0.932055973,0.0,5,-0.309681746,9.335866521,1,20,0,0
1,0,0.890065537,0.0,0,-0.036886379,14.01386902,1,22,0,0
6,0,1.0,0.5,11,1.23951604,33.98018586,2,16,0,0
13,0,0.556114307,0.0,1,-0.208710872,8.495469534,1,11,0,0
4,0,1.0,0.0,4,-0.117571655,9.58914014,1,12,0,0
0,0,0.978741663,1.125,0,0.519619075,47.07021801,2,7,0,0
0,0,0.573526067,0.0,0,-0.025454145,19.6194188,1,24,0,0
0,0,1.0,0.0,0,0.043841806,22.92889183,1,24,0,0
1,0,0.73279751,0.0,0,0.206453115,29.82079285,2,24,0,0
3,0,0.987487165,0.027777778,9,-0.18350054,20.416843,3,24,0,0
0,0,0.511734499,-0.1875,0,0.418480192,23.4504539,2,24,0,0
8,0,1.0,0.020833333,0,0.303456907,42.60784474,2,24,0,0
2,0,0.803568935,0.152777778,0,0.489655154,38.56575352,4,23,0,0
1,0,0.857286635,-0.166666667,16,-0.180924292,12.61191362,3,24,0,0
14,0,0.808694029,0.0,2,0.182206645,29.82496391,1,24,0,0
3,0,0.978128584,-0.304347826,3,-0.160610093,13.8406347,2,23,0,0
5,0,0.971601389,-0.222222222,1,0.104135655,17.78686757,3,24,0,0
4,0,0.715177413,-0.020833333,2,-0.41790465,12.00167346,2,22,0,0
4,0,0.97450662,-0.020833333,2,0.013895677,21.63755472,4,24,0,0
1,0,0.766483535,-0.5,0,-0.208993009,13.8988249,4,24,0,0
7,0,0.79037867,-0.333333333,1,-0.454524322,6.367072509,2,15,0,0
22,1,0.991958667,0.791666667,2,1.333818409,57.50712411,2,11,2,0
2,0,1.0,0.0,21,-0.641294769,9.725270895,1,24,0,0
0,0,1.0,-0.097222222,0,-0.068620544,18.46703033,3,20,0,0
2,0,1.0,0.0,22,-0.461038221,8.477024718,1,11,0,0
5,0,0.917324603,0.104166667,3,-0.585396099,7.062373732,2,24,0,0
12,0,0.971868961,0.291666667,1,0.45176346,31.08283263,3,21,0,0
1,0,1.0,-0.145833333,0,4.216221434,148.253449,2,24,0,0
0,0,0.975292161,-0.229166667,0,0.176939031,30.55710102,4,24,0,0
3,0,0.836950996,0.0,10,0.095043592,24.14654132,1,24,0,0
1,0,1.0,-0.125,0,-0.15119376,20.14675097,2,24,0,0
0,0,1.0,0.0,0,-0.29569278,17.7005801,1,24,0,0
39,2,1.0,0.0,0,0.569172067,58.15889325,1,21,0,0
0,0,0.689858735,0.0,0,-0.115855254,13.36130033,1,20,0,0
31,3,0.416605794,0.0,1,-0.064197902,24.63059077,3,23,1,0
10,0,0.872726865,-0.361111111,0,0.088987064,27.78939922,3,19,0,0
4,0,0.951159872,0.875,11,0.391518195,31.87678322,2,24,0,0
3,0,0.670071025,-0.104166667,10,-0.208846945,17.91418846,2,24,0,0
0,0,0.828745415,0.0,17,-0.251812739,13.53614815,1,24,0,0
4,0,0.60980984,-0.113636364,2,0.169145522,44.14357725,3,19,0,0
5,0,1.0,0.041666667,1,-0.197989873,11.780422,2,24,0,0
0,0,1.0,0.0,0,-0.206400496,20.42615884,2,23,0,0
12,0,0.956255128,0.25,0,1.137957674,52.33765114,2,23,0,0
1,0,0.978439367,0.0,0,-0.595679718,4.94392604,1,18,0,0
4,0,0.759743715,-0.083333333,4,-0.183826176,16.79246856,5,24,0,0
1,0,0.774945883,0.75,23,-0.434926915,17.21686233,2,24,0,0
8,0,0.384517336,-0.104166667,0,0.023658712,25.41717679,2,23,0,0
1,0,0.96034011,-0.35,14,-0.354552924,13.78550289,5,22,0,0
5,0,0.260262683,-0.319444444,4,-0.532152629,8.35281914,3,24,0,0
7,0,1.0,0.166666667,0,0.407446062,84.30187342,1,18,0,0
0,0,1.0,0.555555556,0,0.187655341,10.0190622,1,18,0,0
3,0,0.773948734,0.0,6,-0.148186018,18.12185143,2,24,0,0
3,0,0.587555323,0.0,2,0.021333601,8.192002409,1,9,0,0
1,0,1.0,-0.208333333,20,0.15186676,19.39419132,2,24,0,0
0,0,0.547490724,0.0,0,0.757042384,36.34301739,1,24,0,0
2,0,1.0,-0.104166667,0,-0.078652308,17.93309472,2,24,0,0
2,0,0.64138481,1.125,13,0.608270753,36.27068038,4,24,0,0
3,0,0.866795123,0.125,1,0.154794871,16.24652901,2,24,0,0
43,3,0.854609589,-0.275,0,0.034930166,20.26544043,5,19,0,0
0,0,0.545872764,0.0,0,-0.470383926,10.28777456,1,22,0,0
0,0,0.692564693,-0.166666667,0,0.436957446,26.06665938,3,24,0,0
8,0,1.0,0.458333333,2,1.615172245,62.32637066,2,24,0,0
0,0,0.582128514,0.0,15,-0.226924948,10.91848463,1,24,0,0
38,6,1.0,0.541666667,0,1.302997601,89.41733967,2,10,0,0
8,0,1.0,-0.180555556,5,-0.293453366,12.03114402,3,24,0,0
3,0,0.768434724,-0.0625,6,-0.534516494,10.40323606,2,24,0,0
8,0,0.504161121,0.166666667,2,1.029575293,30.96502668,2,24,0,0
0,0,0.395600531,0.0,0,-0.312917526,14.73965055,1,24,0,0
18,0,0.326203508,0.208333333,9,1.017026923,133.5693292,1,23,0,0
4,0,0.780620561,0.0,0,0.012652783,18.56596907,1,24,0,0
9,0,1.0,0.0,10,0.081576262,19.12473364,2,24,0,0
2,0,0.924989495,0.180555556,0,-0.086281205,12.10680409,5,22,0,0
0,0,1.0,-0.145833333,0,0.054013678,22.85171481,4,24,0,0
7,0,1.0,0.0,3,-0.551059882,5.278781097,1,18,0,0
1,0,0.66334968,0.5625,0,1.378462793,45.83314302,4,12,0,0
0,0,1.0,0.0,0,0.332487733,32.64704941,1,24,0,0
3,0,0.810832481,0.208333333,4,-0.134795089,20.29502571,3,24,0,0
1,0,0.416704252,-0.3125,0,-0.322872205,16.97262056,2,24,0,0
12,0,1.0,0.583333333,0,0.919710633,57.7721382,2,23,0,0
0,0,0.999943321,0.0,0,0.073432619,14.93562499,1,24,0,0
0,0,0.944327432,0.5,0,-0.109946521,17.34928816,2,24,0,0
35,2,1.0,0.571428571,0,0.745769223,32.68713918,2,21,0,0
1,0,0.539467841,0.0,0,-0.153011229,24.05964277,1,24,0,0
6,0,0.770968432,-0.354166667,6,0.456728392,31.67611741,4,19,0,0
0,0,0.357488836,-0.190476191,0,-0.194778934,12.18256271,3,21,0,0
0,0,0.631959172,-0.375,0,-0.157000963,20.3210837,3,24,0,0
0,0,0.850090892,-0.145833333,0,-0.151377071,14.6448529,2,24,0,0
3,0,1.0,0.0,0,0.215697753,23.44821823,1,24,0,0
0,0,0.780609393,0.391304348,0,0.161464218,42.28913947,1,23,0,0
12,0,0.341995493,0.071428571,3,0.610163687,19.83837169,2,14,0,0
5,0,1.0,0.0,9,-0.306713093,9.343908126,1,14,0,0
22,1,1.0,0.0,0,0.244125116,18.53872979,1,15,0,0
15,2,1.0,0.0,0,0.183102679,27.06540902,4,21,0,0
2,0,0.999984538,1.095238095,0,-0.304485924,10.23401676,3,21,0,0
1,0,0.867611895,-0.02173913,0,0.369332016,21.82327505,2,23,0,0
1,0,0.836678711,-0.236111111,23,-0.342250158,13.25081316,3,24,0,0
8,0,0.752159817,-0.083333333,0,0.54949596,34.69509876,2,17,0,0
7,0,0.821279589,-0.354166667,6,-0.067886666,17.13977538,2,24,0,0
0,0,0.772864699,0.270833333,0,-0.101771758,24.36363101,3,23,0,0
0,0,0.510258261,-0.166666667,0,-0.572868363,6.281604492,3,24,0,0
36,6,1.0,0.0,0,0.617243975,51.93346381,1,16,0,0
0,0,1.0,0.0,0,2.251904662,18.51142797,1,6,0,0
2,0,0.98415543,0.270833333,0,0.028495258,21.95628625,3,24,0,0
0,0,1.0,0.25,0,3.00770498,96.27925599,2,20,0,0
16,1,1.0,-0.305555556,0,-0.072682077,17.45824682,3,23,3,0
12,0,1.0,0.0,0,0.185490868,29.26551821,1,23,0,0
5,0,0.977048189,-0.104166667,0,-0.397795678,9.96923481,2,23,0,0
3,0,0.996784369,-0.402777778,0,-0.794479227,3.810653491,3,24,0,0
5,0,0.516689777,0.0,2,0.436990047,27.99696323,1,20,0,0
1,0,0.941771463,-0.113636364,0,-0.157518258,13.00996617,2,22,0,0
2,0,0.936579302,0.0,0,-0.029867971,18.26994934,2,24,0,0
0,0,0.676374805,0.0,0,0.13442959,7.659979948,1,14,0,0
0,0,1.0,0.0,0,-0.508927576,7.180369142,1,20,0,0
2,0,1.0,0.0,16,0.554169623,27.81657089,1,20,0,0
1,0,1.0,-0.210526316,0,0.074706562,15.84934656,2,19,0,0
40,4,0.817522369,0.0,1,0.689702782,28.40265083,1,19,2,0
3,0,1.0,0.0,1,-0.26548711,10.51798771,1,23,0,0
3,0,0.959242948,0.083333333,8,0.254085593,27.03315381,3,24,0,0
10,0,0.488779144,0.391304348,4,0.173474171,24.00099977,3,23,0,0
8,0,1.0,0.0,5,0.15772223,15.31929697,1,23,0,0
7,0,0.758342249,-0.386363636,1,-0.299676633,11.30466118,2,22,0,0
4,0,0.992096963,-0.385416667,1,-0.668792079,5.163657222,4,24,0,0
1,0,0.783373163,-0.552083333,0,-0.674908303,5.144207596,4,24,0,0
0,0,0.235768974,0.0,0,0.212194632,5.060973158,1,5,0,0
2,0,1.0,-0.354166667,0,-0.185925322,18.712419,2,24,0,0
0,0,1.0,0.104166667,0,-0.228099932,16.34321033,2,24,0,0
18,3,0.999976951,0.0,0,0.201420817,29.2654683,1,24,2,0
13,0,0.603117905,0.0,0,-0.10600825,21.6801822,1,24,0,0
4,0,1.0,-0.190476191,2,-0.327967489,11.37864539,2,21,0,0
6,0,0.988282,0.25,1,0.250620765,37.12228003,3,24,0,0
2,0,0.606836488,-0.354166667,0,-0.264656111,13.5175601,2,24,0,0
1,0,1.0,1.208333333,0,0.764017903,29.3090181,2,24,0,0
0,0,0.904248023,1.291666667,0,0.536357586,35.6149931,2,24,0,0
0,0,0.624812587,0.0,0,-0.760031076,6.522928483,1,24,0,0
8,0,1.0,-0.1875,11,-0.239166153,17.72468248,2,23,0,0
3,0,0.647829144,-0.166666667,0,-0.445370453,13.09377477,4,24,0,0
1,0,1.0,0.0,0,-0.66119467,2.049247966,1,9,0,0
20,2,1.0,-0.020833333,0,0.765546748,35.11953955,2,24,1,0
15,1,0.999876476,-0.083333333,0,-0.26472816,19.84239753,3,24,3,0
12,0,0.7347483,0.0,0,-0.47499545,8.120841909,1,24,0,0
0,0,0.748482454,-0.222222222,0,0.003288441,19.02739108,3,24,0,0
0,0,0.749498769,0.125,0,-0.179394133,14.24254325,5,24,0,0
2,0,0.455804823,0.15,0,0.713568924,18.49964169,1,20,0,0
2,0,0.566164132,1.208333333,15,1.128707135,137.6662239,2,24,0,0
5,0,1.0,0.0,5,0.235192698,8.881541581,1,8,0,0
1,0,1.0,-0.125,0,-0.094916567,21.81500547,2,24,0,0
0,0,1.0,0.0,0,0.570514475,11.5641158,1,8,0,0
1,0,0.702718747,0.0,0,0.487656945,18.0269242,1,22,0,0
6,0,0.894493846,0.916666667,1,3.719001203,70.54653113,3,15,0,0
5,0,0.742001403,-0.430555556,0,0.191652451,27.10090598,3,23,0,0
2,0,1.0,0.291666667,20,-0.415125831,28.13544608,1,17,0,0
11,0,0.942580413,-0.229166667,1,-0.14632867,20.21714767,2,24,0,0
1,0,0.340944788,0.0,0,0.436881918,24.59481396,1,16,0,0
4,0,0.709676979,0.0,7,3.351728832,82.25808406,1,24,0,0
0,0,0.501398787,0.0,19,-0.034099053,27.72775077,1,23,0,0
7,0,1.0,0.0,6,-0.490299859,8.821537496,1,24,0,0
1,0,0.378685197,0.52631579,0,0.492137913,35.42471021,1,19,0,0
4,0,0.85877437,-0.427083333,1,-0.082293462,15.62992922,4,24,0,0
54,6,1.0,-0.1875,0,0.201887952,18.59268348,2,22,0,0
13,0,0.623287608,0.458333333,1,0.013686615,23.37072741,1,24,0,0
29,6,1.0,1.458333333,0,0.720987354,58.86361513,3,18,0,0
8,0,1.0,0.25,0,0.051936763,27.04602684,1,23,0,0
5,0,0.968824491,0.3125,2,-0.211413873,21.5535395,3,24,0,0
7,0,0.620147295,-0.4375,5,-0.150078359,15.70853349,2,24,0,0
3,0,0.747468679,-0.277777778,3,-0.139802525,15.95199357,3,24,0,0
6,0,1.0,0.0,2,-0.163388563,13.8488788,1,19,0,0
5,0,0.641543325,0.0,8,1.332190247,52.29542611,1,24,0,0
3,0,1.0,-0.104166667,9,0.931191288,41.27711665,2,24,0,0
4,0,0.842337751,-0.316666667,8,-0.344694529,73.44414196,5,23,0,0
1,0,0.709026271,0.0,0,-0.319101994,19.24472893,1,24,0,0
0,0,0.987423656,-0.229166667,18,-0.238905641,10.61892212,2,24,0,0
3,0,1.0,0.0,1,-0.433139122,7.888164019,1,20,0,0
4,0,0.998604435,-0.375,1,0.053109264,19.42181689,3,24,0,0
0,0,1.0,0.0,0,-0.04287659,13.69512525,1,18,0,0
4,0,1.0,-0.1875,5,-0.517643182,8.499126488,2,24,0,0
16,1,0.977343523,0.125,0,-0.273828647,20.92122029,3,24,1,0
8,0,1.0,0.0,1,0.642400826,26.77773205,1,24,0,0
0,0,0.477900213,0.0,13,-0.43607628,11.4915977,1,23,0,0
2,0,0.953789013,-0.0625,0,0.033432684,20.91764368,2,24,0,0
0,0,1.0,0.5,0,0.374005821,74.9798386,1,21,0,0
0,0,0.382473434,0.0,13,1.937608019,50.99338304,1,22,0,0
58,4,0.747451009,-0.361111111,1,0.201310949,24.89833822,3,18,1,0
0,0,0.499282288,0.0,0,7.055310645,150.6102488,1,22,0,0
2,0,0.793956831,-0.194444444,12,-0.67538326,6.284464819,3,24,0,0
23,2,1.0,0.0,0,0.408985053,25.86613468,1,24,0,0
1,0,0.459769686,0.666666667,0,3.502129288,105.6699937,2,21,0,0
15,1,1.0,0.0,4,-0.309415138,10.86777721,2,23,4,0
2,0,1.0,0.208333333,0,-0.135445149,11.52278421,2,24,0,0
1,0,0.710299155,0.0,0,-0.278223862,13.88197173,1,22,0,0
0,0,0.534910246,0.0,0,1.26320527,21.6320527,1,10,0,0
1,0,0.710354112,0.208333333,0,-0.144726731,14.73411058,1,24,0,0
8,0,0.710677543,-0.385416667,4,-0.721703319,5.409011018,4,20,0,0
3,0,0.526249742,0.409090909,2,1.347886486,72.99163501,2,22,0,0
7,0,0.689490999,0.0,0,1.521073225,50.35348559,1,24,0,0
7,0,1.0,0.0,0,-0.412402931,7.893587174,1,15,0,0
2,0,1.0,0.166666667,0,0.872380835,46.2299823,1,24,0,0
1,0,1.0,0.0,15,1.643155162,33.05947091,1,18,0,0
4,0,1.0,0.375,2,0.325327875,35.8581078,1,24,0,0
0,0,0.684259611,-0.083333333,0,0.204466329,29.28268736,2,24,0,0
1,0,0.896257437,0.4375,0,0.368959634,34.89598739,4,24,0,0
6,0,1.0,-0.041666667,0,0.136077537,22.48855693,3,24,0,0
0,0,0.682769323,0.0,0,-0.039556438,15.00648814,1,24,0,0
1,0,1.0,0.333333333,0,0.34680537,34.9501792,1,24,0,0
1,0,1.0,-0.263888889,0,-0.342463094,12.97042835,3,24,0,0
8,0,1.0,0.0,4,0.294978394,36.64742723,1,24,0,0
7,0,1.0,0.0,1,0.556753713,18.99390261,1,16,0,0
3,0,0.982907007,0.0,11,-0.278890265,12.52668831,2,24,0,0
1,0,0.966545203,0.0,17,-0.156248632,12.86028923,1,23,0,0
3,0,1.0,0.0,5,1.606861627,69.18707112,1,24,0,0
11,0,1.0,0.0,4,3.548224616,319.6586874,1,20,0,0
0,0,1.0,0.0,0,-0.635721139,0.821394303,1,5,0,0
2,0,0.850814342,-0.458333333,14,-0.458687194,9.32898943,3,24,0,0
0,0,0.911913989,0.0,0,0.216255208,25.38564528,1,24,0,0
0,0,0.348338682,-0.333333333,0,0.317071891,22.48519967,2,24,0,0
7,0,0.598288872,1.25,0,5.199181102,112.5941461,3,17,0,0
14,0,1.0,0.354166667,0,-0.262785036,18.28272824,4,24,0,0
4,0,0.619136123,0.041666667,11,0.012173561,24.78113113,1,24,0,0
5,0,0.697395979,-0.222222222,0,-0.316743688,17.52426863,3,24,0,0
0,0,0.820565201,0.0,0,0.142733715,5.856402287,1,6,0,0
1,0,0.632267872,0.0,0,-0.07654226,11.95089208,1,23,0,0
8,0,1.0,-0.416666667,11,-0.343547554,8.209434145,2,24,0,0
0,0,0.658740213,-0.125,0,0.375991788,22.84795939,3,24,0,0
3,0,0.868390967,-0.545454546,11,-0.077304975,22.7046082,3,22,0,0
14,0,0.569066804,0.0,1,-0.625911861,10.11717352,1,24,0,0
4,0,0.590173031,0.0,11,-0.235491174,18.08202683,1,22,0,0
14,0,0.760310911,0.0,0,-0.631946798,4.852032048,1,22,0,0
5,0,0.986628434,-0.1875,0,-0.21843819,13.75298581,2,24,0,0
4,0,1.0,0.0,2,0.210452247,10.25261236,1,12,0,0
2,0,1.0,0.0,19,0.941815144,21.66919891,1,15,0,0
2,0,0.986825602,-0.145833333,13,-0.323143453,21.36785607,2,24,0,0
17,1,1.0,-0.282608696,1,-0.086398946,19.06428507,2,23,1,0
11,0,1.0,0.020833333,2,1.692492305,56.29528711,3,24,0,0
26,2,1.0,0.0,0,0.495919,22.92843929,1,15,0,0
2,0,1.0,-0.513888889,0,0.026547114,25.15351193,3,24,0,0
7,0,1.0,0.0,0,-0.661172005,5.08986978,1,17,0,0
3,0,1.0,-0.0625,0,-0.011149755,16.18019175,2,24,0,0
12,0,0.744517083,0.0,1,0.174410045,24.4053599,1,24,0,0
4,0,0.528555895,-0.020833333,3,-0.263195796,14.48886871,2,24,0,0
16,1,0.892489798,-0.166666667,0,0.085711707,25.50599996,4,21,4,0
12,0,0.821547261,-0.138888889,0,0.596544811,38.21606792,3,24,0,0
12,0,1.0,-0.2,0,0.603639978,20.06191495,2,15,0,0
1,0,0.991795822,-0.354166667,0,-0.069913468,16.21931648,4,24,0,0
10,0,0.987611156,-0.0625,2,-0.017337268,25.14093198,2,24,0,0
13,0,0.828656242,-0.479166667,0,-0.299312753,14.80681416,2,24,0,0
5,0,0.658210931,0.0,2,0.229758377,19.14685651,1,19,0,0
4,0,0.891424008,-0.125,1,0.030099136,17.27993606,2,19,0,0
14,0,0.622636048,0.125,0,0.232002941,21.89465188,1,24,0,0
2,0,0.750422357,0.479166667,0,-0.464046749,14.67036071,4,22,0,0
7,0,0.516387111,0.0,1,-0.03417618,12.73696227,1,24,0,0
0,0,0.85196468,0.0,0,0.163348692,28.49006513,1,24,0,0
1,0,0.839328989,-0.236111111,23,-0.307090306,13.22659524,3,24,0,0
1,0,0.844100804,0.0,0,-0.459964368,10.99431854,1,24,0,0
2,0,0.705505898,-0.391304348,16,-0.485153497,8.805974199,2,23,0,0
0,0,0.874139886,-0.277777778,20,-0.169326044,13.22954404,3,23,0,0
6,0,0.999936996,0.916666667,3,9.700953949,304.0269254,2,16,0,0
5,0,0.532433252,0.125,3,0.079638669,13.5695264,3,24,0,0
6,0,0.81092846,-0.291666667,7,-0.247953309,16.63951134,2,24,0,0
5,0,0.988689737,-0.402777778,1,0.110162305,21.6711849,3,22,0,0
